id,flag_b
CA035XK,0
CA0363K,0
CA036IK,1
CA036TK,0
CA0371K,0
CA037FK,1
CA037HK,0
CA037RK,0
CA038KK,0
CA038XK,0
CA0391K,0
CA039NK,0
CA03AFK,0
CA03AMK,0
CA03AZK,0
CA03BVK,0
CA03BZK,0
CA03D0K,0
CA03D5K,0
CA03DAK,0
CA03EIK,0
CA03FGK,0
CA03FLK,0
CA03G0K,0
CA03GEK,0
CA03GIK,0
CA03GXK,0
CA03HCK,0
CA03I6K,1
CA03IKK,0
CA03IZK,0
CA03KGK,0
CA03L6K,0
CA03L9K,0
CA03LAK,0
CA03LOK,1
CA03LXK,1
CA03M9K,0
CA03MEK,0
CA03MUK,1
CA03NRK,0
CA03OMK,1
CA03OSK,0
CA03P2K,0
CA03P9K,0
CA03PAK,0
CA03PCK,0
CA03PVK,0
CA03Q6K,0
CA03Q8K,0
CA03QIK,0
CA03QYK,0
CA03RMK,0
CA03RYK,1
CA03SDK,0
CA03TWK,0
CA03UVK,0
CA03UYK,0
CA03W5K,0
CA03WUK,0
CA03XNK,0
CA03YFK,0
CA03YYK,0
CA040CK,0
CA040MK,0
CA0425K,0
CA042MK,0
CA0436K,0
CA0438K,0
CA043GK,0
CA043KK,0
CA0441K,0
CA0446K,0
CA0449K,1
CA046SK,0
CA047IK,0
CA047TK,0
CA0485K,0
CA048UK,0
CA049MK,0
CA04ABK,0
CA04AMK,0
CA04AYK,1
CA04BLK,0
CA04C2K,0
CA04CCK,0
CA04CFK,0
CA04D8K,0
CA04E8K,0
CA04FKK,0
CA04FZK,0
CA04GHK,0
CA04GIK,0
CA04GOK,0
CA04H8K,0
CA04HPK,0
CA04I7K,0
CA04IGK,0
CA04IJK,0
CA04ITK,0
CA04JBK,1
CA04JYK,0
CA04K0K,0
CA04KHK,0
CA04KOK,0
CA04LYK,0
CA04MIK,0
CA04MWK,0
CA04N1K,0
CA04NBK,0
CA04NPK,0
CA04NTK,0
CA04OBK,0
CA04OFK,0
CA04P4K,0
CA04PKK,0
CA04PQK,1
CA04PZK,0
CA04Q2K,0
CA04Q7K,0
CA04QJK,0
CA04R6K,0
CA04SCK,0
CA04SSK,0
CA04T4K,0
CA04TDK,0
CA04TJK,0
CA04TWK,0
CA04U4K,0
CA04UHK,0
CA04UKK,0
CA04UVK,0
CA04UXK,0
CA04VAK,0
CA04W4K,0
CA04XKK,0
CA04YZK,0
CA04Z5K,0
CA04ZHK,0
CA04ZTK,0
CA050QK,0
CA050SK,0
CA050VK,0
CA0523K,0
CA0525K,0
CA052BK,1
CA052DK,0
CA052KK,0
CA052MK,0
CA053FK,0
CA053NK,0
CA053XK,0
CA0542K,0
CA0555K,0
CA055JK,0
CA055LK,0
CA055PK,0
CA055QK,0
CA055ZK,0
CA0564K,0
CA056VK,0
CA056XK,0
CA0578K,1
CA057DK,0
CA057JK,0
CA057QK,0
CA0586K,0
CA058MK,0
CA059AK,0
CA059IK,0
CA059SK,0
CA05ACK,0
CA05AZK,0
CA05B9K,0
CA05C2K,0
CA05C9K,0
CA05CAK,0
CA05D1K,0
CA05DHK,0
CA05DMK,0
CA05DOK,0
CA05DYK,0
CA05E7K,0
CA05ENK,0
CA05EYK,0
CA05F0K,0
CA05FVK,0
CA05G3K,0
CA05G5K,0
CA05GGK,0
CA05GJK,0
CA05GTK,0
CA05H4K,0
CA05HIK,0
CA05IBK,1
CA05IDK,0
CA05IJK,0
CA05IWK,0
CA05J7K,0
CA05JGK,0
CA05JQK,0
CA05KEK,0
CA05KKK,0
CA05KYK,0
CA05LDK,0
CA05LFK,0
CA05MDK,0
CA05MFK,0
CA05MYK,0
CA05N3K,0
CA05OJK,0
CA05OOK,0
CA05ORK,0
CA05P7K,0
CA05P9K,0
CA05PMK,0
CA05Q5K,0
CA05QEK,0
CA05R4K,0
CA05RIK,0
CA05S9K,0
CA05SUK,0
CA05T6K,1
CA05TNK,0
CA05TRK,0
CA05TTK,1
CA05U3K,0
CA05U9K,0
CA05UJK,1
CA05UYK,0
CA05UZK,0
CA05VJK,0
CA05VXK,0
CA05WIK,0
CA05WRK,0
CA05X2K,0
CA05Y1K,0
CA05Z7K,0
CA05ZEK,0
CA05ZHK,0
CA05ZRK,0
CA05ZSK,1
CA05ZUK,0
CA0604K,0
CA0606K,0
CA060EK,0
CA060RK,0
CA060WK,0
CA0615K,0
CA0617K,0
CA061WK,0
CA061ZK,0
CA0626K,0
CA062JK,0
CA062ZK,0
CA063JK,0
CA063TK,0
CA064OK,0
CA064TK,0
CA065VK,0
CA0662K,0
CA0663K,0
CA066AK,0
CA066EK,0
CA0671K,0
CA067QK,0
CA068MK,1
CA068NK,0
CA068ZK,0
CA069GK,0
CA069JK,0
CA06A1K,0
CA06A2K,0
CA06ASK,0
CA06AXK,0
CA06B8K,0
CA06BRK,0
CA06C1K,0
CA06C9K,0
CA06CBK,0
CA06DBK,0
CA06DUK,0
CA06EPK,0
CA06F5K,0
CA06F7K,0
CA06FOK,0
CA06FYK,0
CA06GFK,0
CA06GRK,0
CA06GUK,0
CA06H0K,0
CA06H4K,0
CA06HCK,0
CA06HWK,0
CA06IMK,0
CA06JZK,0
CA06K9K,0
CA06LBK,0
CA06LXK,0
CA06MJK,0
CA06MWK,0
CA06MZK,0
CA06OEK,0
CA06OKK,0
CA06OXK,0
CA06QSK,0
CA06RLK,0
CA06SNK,0
CA06SPK,0
CA06STK,0
CA06TDK,1
CA06U1K,0
CA06UJK,0
CA06UPK,0
CA06UXK,0
CA06VMK,0
CA06VVK,0
CA06WDK,1
CA06WIK,0
CA06WNK,0
CA06WTK,0
CA06X1K,1
CA06XMK,0
CA06XWK,1
CA06Y0K,0
CA06YLK,0
CA06YOK,1
CA0700K,1
CA070CK,0
CA071NK,0
CA071OK,0
CA072VK,0
CA072YK,0
CA0744K,0
CA0745K,0
CA074ZK,0
CA0752K,0
CA0769K,0
CA0778K,0
CA0780K,0
CA078BK,0
CA078SK,0
CA0799K,0
CA079AK,0
CA079EK,0
CA07AWK,0
CA07BCK,0
CA07BHK,0
CA07C1K,1
CA07C7K,0
CA07CKK,0
CA07CSK,0
CA07D6K,0
CA07D7K,0
CA07E0K,0
CA07E1K,0
CA07E4K,0
CA07EUK,0
CA07EZK,0
CA07F2K,0
CA07FIK,0
CA07FSK,0
CA07G3K,0
CA07HRK,0
CA07IGK,0
CA07J6K,0
CA07JBK,1
CA07JEK,0
CA07KNK,0
CA07KSK,0
CA07LDK,1
CA07M3K,0
CA07NFK,0
CA07NOK,0
CA07O7K,0
CA07ODK,1
CA07OFK,0
CA07OGK,0
CA07OHK,0
CA07PAK,0
CA07PNK,0
CA07POK,1
CA07Q6K,0
CA07QHK,0
CA07QNK,0
CA07QOK,0
CA07QUK,0
CA07R2K,0
CA07RHK,0
CA07T0K,0
CA07T6K,0
CA07TGK,0
CA07WBK,0
CA07WOK,0
CA07WSK,0
CA07X8K,0
CA07XKK,0
CA07Y1K,0
CA07Y9K,0
CA07Z6K,0
CA07ZBK,0
CA07ZCK,0
CA07ZGK,0
CA07ZMK,0
CA0807K,0
CA080FK,0
CA080RK,0
CA0810K,0
CA0825K,0
CA0828K,0
CA082EK,0
CA082LK,0
CA082UK,0
CA083HK,0
CA083IK,0
CA083LK,0
CA083ZK,0
CA084AK,0
CA084VK,0
CA0852K,0
CA0854K,0
CA085ZK,0
CA0865K,0
CA088BK,1
CA088XK,0
CA0894K,0
CA089DK,0
CA08ABK,0
CA08ALK,0
CA08ARK,0
CA08AWK,0
CA08BHK,0
CA08CRK,0
CA08D9K,0
CA08DEK,0
CA08DGK,0
CA08DMK,0
CA08EOK,0
CA08EPK,0
CA08F3K,0
CA08FBK,0
CA08FNK,0
CA08FRK,0
CA08G6K,0
CA08GJK,0
CA08GQK,0
CA08H2K,0
CA08H8K,0
CA08HBK,0
CA08HFK,0
CA08HYK,0
CA08IAK,0
CA08IBK,0
CA08IEK,0
CA08IJK,0
CA08IQK,0
CA08ISK,0
CA08IXK,0
CA08J2K,0
CA08J7K,0
CA08JUK,0
CA08K3K,0
CA08KPK,0
CA08KQK,0
CA08MQK,1
CA08NAK,0
CA08ORK,0
CA08P5K,0
CA08Q7K,0
CA08QOK,0
CA08R2K,0
CA08SEK,0
CA08STK,0
CA08U8K,0
CA08VIK,0
CA08VLK,0
CA08VOK,0
CA08VPK,0
CA08W6K,0
CA08X6K,0
CA08XLK,0
CA08XOK,0
CA08ZDK,0
CA08ZJK,0
CA08ZLK,0
CA08ZUK,0
CA08ZVK,0
CA090MK,0
CA090QK,0
CA090WK,0
CA0911K,0
CA091AK,0
CA0925K,0
CA092GK,0
CA092MK,0
CA092SK,0
CA092YK,0
CA0933K,0
CA094GK,0
CA094HK,0
CA0950K,0
CA095CK,0
CA0963K,0
CA096HK,1
CA096IK,0
CA097LK,1
CA097PK,0
CA097XK,0
CA098CK,0
CA099HK,0
CA099LK,1
CA09B1K,0
CA09B3K,0
CA09BDK,0
CA09BIK,0
CA09BSK,0
CA09CDK,0
CA09CLK,0
CA09CQK,0
CA09DRK,0
CA09EEK,0
CA09EOK,0
CA09ETK,0
CA09EUK,0
CA09GRK,0
CA09GXK,0
CA09H3K,0
CA09H6K,0
CA09H7K,0
CA09HZK,0
CA09I1K,0
CA09IGK,0
CA09INK,0
CA09IXK,0
CA09J2K,0
CA09JQK,0
CA09JUK,0
CA09JVK,0
CA09K1K,0
CA09K8K,0
CA09L3K,1
CA09LHK,0
CA09LWK,0
CA09M2K,0
CA09MUK,0
CA09MZK,0
CA09NBK,0
CA09OCK,0
CA09OHK,0
CA09OZK,0
CA09P0K,0
CA09QFK,0
CA09QKK,0
CA09QLK,0
CA09ROK,0
CA09SHK,0
CA09SKK,0
CA09T4K,0
CA09TRK,0
CA09USK,0
CA09VGK,0
CA09X3K,0
CA09X9K,0
CA09XQK,0
CA09YLK,0
CA09YOK,0
CA09Z1K,0
CA09ZPK,0
CA09ZTK,0
CA0A03K,0
CA0A0LK,0
CA0A1DK,0
CA0A37K,0
CA0A47K,0
CA0A4EK,0
CA0A5AK,0
CA0A5GK,0
CA0A5TK,0
CA0A5ZK,1
CA0A64K,0
CA0A6LK,0
CA0A6XK,0
CA0A77K,0
CA0A7KK,0
CA0A7WK,0
CA0A80K,0
CA0A8LK,0
CA0A8UK,0
CA0A98K,0
CA0A9FK,0
CA0AAKK,0
CA0AANK,1
CA0AAQK,0
CA0AAXK,0
CA0ABEK,0
CA0ABQK,0
CA0AE0K,0
CA0AEEK,0
CA0AEIK,0
CA0AEVK,0
CA0AEZK,0
CA0AFAK,0
CA0AFEK,0
CA0AFIK,0
CA0AFXK,0
CA0AGOK,0
CA0AHQK,0
CA0AHSK,0
CA0AINK,0
CA0AKYK,0
CA0ALPK,0
CA0AM2K,0
CA0AMGK,0
CA0AO9K,1
CA0AOGK,0
CA0APEK,0
CA0AS6K,0
CA0AS7K,0
CA0ASOK,0
CA0AT5K,0
CA0ATMK,0
CA0AU6K,0
CA0AUAK,0
CA0AUGK,0
CA0AUHK,0
CA0AVFK,0
CA0AVHK,0
CA0AVPK,0
CA0AVZK,1
CA0AW3K,0
CA0AWCK,0
CA0AWNK,0
CA0AWWK,0
CA0AXFK,0
CA0AYKK,0
CA0AZIK,0
CA0AZJK,0
CA0B02K,0
CA0B0HK,0
CA0B15K,0
CA0B1RK,0
CA0B1XK,0
CA0B25K,0
CA0B28K,0
CA0B2GK,0
CA0B2QK,0
CA0B2SK,0
CA0B39K,0
CA0B3GK,0
CA0B3PK,0
CA0B4MK,0
CA0B5WK,0
CA0B5ZK,0
CA0B81K,0
CA0B8XK,0
CA0B9HK,0
CA0BA5K,0
CA0BB6K,0
CA0BBFK,0
CA0BBPK,0
CA0BCAK,0
CA0BCMK,0
CA0BCNK,0
CA0BCSK,0
CA0BDQK,0
CA0BDZK,0
CA0BE0K,0
CA0BEAK,0
CA0BECK,1
CA0BEGK,1
CA0BEUK,0
CA0BEZK,0
CA0BF8K,0
CA0BGFK,0
CA0BHBK,0
CA0BHTK,0
CA0BIUK,0
CA0BJ2K,0
CA0BJKK,0
CA0BKIK,0
CA0BKNK,0
CA0BKXK,0
CA0BMLK,0
CA0BMUK,0
CA0BOAK,0
CA0BOOK,0
CA0BOYK,0
CA0BPEK,0
CA0BQ5K,1
CA0BQ8K,0
CA0BQPK,0
CA0BQWK,0
CA0BR7K,0
CA0BRLK,0
CA0BSOK,0
CA0BSSK,1
CA0BT6K,0
CA0BTVK,0
CA0BU8K,0
CA0BUDK,0
CA0BV8K,0
CA0BVCK,1
CA0BVHK,0
CA0BWVK,1
CA0BXGK,0
CA0BXQK,0
CA0BY7K,0
CA0BYJK,0
CA0BYWK,0
CA0C0DK,0
CA0C0YK,0
CA0C1VK,0
CA0C26K,0
CA0C2EK,0
CA0C2KK,0
CA0C2WK,1
CA0C34K,0
CA0C38K,0
CA0C3EK,0
CA0C3SK,0
CA0C3VK,0
CA0C4BK,0
CA0C4UK,0
CA0C4YK,0
CA0C5SK,0
CA0C6UK,0
CA0C80K,0
CA0C8AK,0
CA0C8QK,0
CA0C9DK,0
CA0CA1K,0
CA0CASK,0
CA0CB4K,0
CA0CC5K,0
CA0CCKK,0
CA0CCNK,0
CA0CD1K,0
CA0CD4K,0
CA0CDFK,0
CA0CDSK,0
CA0CF4K,1
CA0CFLK,0
CA0CFNK,0
CA0CG7K,1
CA0CG8K,0
CA0CGBK,0
CA0CGCK,1
CA0CHAK,0
CA0CHYK,0
CA0CJ8K,0
CA0CJQK,0
CA0CKPK,0
CA0CL9K,0
CA0CLVK,0
CA0CLXK,0
CA0CM2K,0
CA0CMVK,0
CA0CMYK,1
CA0CNDK,0
CA0CNGK,0
CA0CNNK,0
CA0CNPK,0
CA0CNVK,1
CA0COEK,0
CA0COUK,0
CA0CQ1K,0
CA0CQFK,0
CA0CQQK,0
CA0CRBK,1
CA0CS2K,0
CA0CS8K,0
CA0CSHK,0
CA0CSWK,0
CA0CSZK,0
CA0CT0K,0
CA0CT6K,0
CA0CTHK,1
CA0CU9K,0
CA0CUHK,0
CA0CULK,0
CA0CURK,0
CA0CUVK,1
CA0CVIK,0
CA0CVPK,0
CA0CVVK,0
CA0CWLK,0
CA0CYDK,0
CA0CYLK,0
CA0CZ1K,0
CA0CZRK,0
CA0CZVK,0
CA0CZYK,0
CA0D02K,0
CA0D06K,0
CA0D09K,0
CA0D1LK,1
CA0D2HK,0
CA0D3HK,0
CA0D3OK,0
CA0D43K,0
CA0D45K,0
CA0D4AK,0
CA0D4BK,0
CA0D5RK,0
CA0D6WK,0
CA0D6XK,0
CA0D7AK,0
CA0D8JK,0
CA0D92K,0
CA0D9XK,0
CA0DA1K,0
CA0DAGK,0
CA0DARK,0
CA0DAVK,0
CA0DBBK,0
CA0DBDK,0
CA0DCGK,0
CA0DCTK,0
CA0DD3K,0
CA0DDDK,0
CA0DDGK,0
CA0DDMK,0
CA0DDNK,0
CA0DDOK,0
CA0DE7K,0
CA0DELK,0
CA0DEWK,0
CA0DG4K,0
CA0DGDK,0
CA0DGSK,0
CA0DH8K,0
CA0DHKK,0
CA0DI4K,0
CA0DIGK,1
CA0DITK,0
CA0DJ0K,0
CA0DJ6K,0
CA0DJMK,0
CA0DJOK,0
CA0DK5K,0
CA0DKOK,0
CA0DKVK,0
CA0DM2K,0
CA0DN4K,0
CA0DQ7K,0
CA0DQCK,0
CA0DQRK,0
CA0DR4K,0
CA0DREK,0
CA0DRIK,1
CA0DS3K,0
CA0DS6K,0
CA0DTKK,0
CA0DTSK,0
CA0DU5K,0
CA0DU8K,0
CA0DU9K,0
CA0DV7K,0
CA0DV9K,0
CA0DVEK,0
CA0DVTK,0
CA0DW0K,0
CA0DX1K,0
CA0DX8K,0
CA0DX9K,0
CA0DXSK,0
CA0DYNK,0
CA0DYOK,0
CA0DYSK,0
CA0DYWK,0
CA0DZAK,0
CA0DZEK,1
CA0E08K,0
CA0E0JK,0
CA0E15K,0
CA0E17K,0
CA0E1QK,0
CA0E21K,0
CA0E2KK,0
CA0E2SK,0
CA0E3TK,0
CA0E4FK,0
CA0E4XK,0
CA0E52K,0
CA0E57K,0
CA0E5JK,0
CA0E5TK,0
CA0E6JK,0
